072024061012105699Paterna del Campo                                                                                   000000000000003465000050000284800002848000000000000000000000629000010610000000800000060000012550000000000000000000S
072024061012105799Paymogo                                                                                             000000000000001137000020000096500000965000000000000000000000169000002220000001000000005000003310000000000000000000S
072024061012105899Puebla de Guzmán                                                                                    000000000000003115000040000255400002554000000000000000000000567000007230000001500000006000010900000000000000000000S
072024061012105999Puerto Moral                                                                                        000000000000000282000010000022700000227000000000000000000000055000000680000000200000008000000940000000000000000000S
072024061012106099Punta Umbría                                                                                        000000000000016069000200001328900013289000000000000000000002768000036970000003900000041000048380000000000000000000S
072024061012106199Rociana del Condado                                                                                 000000000000008048000090000514300005143000000000000000000000855000013070000001600000028000018310000000000000000000S
072024061012106299Rosal de la Frontera                                                                                000000000000001665000020000138100001381000000000000000000000261000003530000000600000003000004670000000000000000000S
072024061012106399San Bartolomé de la Torre                                                                           000000000000003997000040000268900002689000000000000000000000842000010810000001500000025000014140000000000000000000S
072024061012106499San Juan del Puerto                                                                                 000000000000009659000110000700000007000000000000000000000001445000020250000003600000055000027300000000000000000000S
072024061012106599Sanlúcar de Guadiana                                                                                000000000000000422000010000030800000308000000000000000000000084000001150000000000000002000001500000000000000000000S
072024061012106699San Silvestre de Guzmán                                                                             000000000000000662000010000051200000512000000000000000000000196000002480000000600000004000003130000000000000000000S
072024061012106799Santa Ana la Real                                                                                   000000000000000475000010000040700000407000000000000000000000083000001110000000200000004000001750000000000000000000S
072024061012106899Santa Bárbara de Casa                                                                               000000000000001102000020000098500000985000000000000000000000231000002620000000800000005000003400000000000000000000S
072024061012106999Santa Olalla del Cala                                                                               000000000000002038000030000170200001702000000000000000000000380000004880000000100000006000006850000000000000000000S
072024061012107099Trigueros                                                                                           000000000000007989000100000645000006450000000000000000000001421000019330000001600000046000025020000000000000000000S
072024061012107199Valdelarco                                                                                          000000000000000243000010000020400000204000000000000000000000057000000770000000100000001000000950000000000000000000S
072024061012107299Valverde del Camino                                                                                 000000000000012655000160001016800010168000000000000000000002560000034820000006400000108000045660000000000000000000S
072024061012107399Villablanca                                                                                         000000000000002921000030000203400002034000000000000000000000361000005000000000700000009000007460000000000000000000S
072024061012107499Villalba del Alcor                                                                                  000000000000003335000040000272600002726000000000000000000000594000008500000000500000014000010040000000000000000000S
072024061012107599Villanueva de las Cruces                                                                            000000000000000393000010000031400000314000000000000000000000109000001390000000200000003000001820000000000000000000S
072024061012107699Villanueva de los Castillejos                                                                       000000000000002953000030000218200002182000000000000000000000528000007160000000500000010000009600000000000000000000S
072024061012107799Villarrasa                                                                                          000000000000002148000030000170800001708000000000000000000000465000006700000000400000018000009360000000000000000000S
072024061012107899Zalamea la Real                                                                                     000000000000002973000050000256000002560000000000000000000000606000008360000001600000013000010750000000000000000000S
072024061012107999Zufre                                                                                               000000000000000753000010000061900000619000000000000000000000149000002070000000000000002000002570000000000000000000S
072024061012190299La Zarza-Perrunal                                                                                   000000000000001215000020000107100001071000000000000000000000272000003650000000200000012000005010000000000000000000S
072024061012300199Albanchez de Mágina                                                                                 000000000000000958000010000083400000834000000000000000000000312000003960000000000000005000005220000000000000000000S
072024061012300299Alcalá la Real                                                                                      000000000000021587000260001725100017251000000000000000000005007000067280000007200000097000086390000000000000000000S
072024061012300399Alcaudete                                                                                           000000000000010265000110000838900008389000000000000000000002292000031390000003300000036000041500000000000000000000S
072024061012300499Aldeaquemada                                                                                        000000000000000468000010000039700000397000000000000000000000171000002020000000300000009000002480000000000000000000S
072024061012300599Andújar                                                                                             000000000000035788000450002940500029405000000000000000000007860000098840000010100000114000129030000000000000000000S
072024061012300699Arjona                                                                                              000000000000005349000070000445800004458000000000000000000001474000020500000003800000092000025900000000000000000000S
072024061012300799Arjonilla                                                                                           000000000000003539000050000298800002988000000000000000000000922000011630000001000000019000014950000000000000000000S
072024061012300899Arquillos                                                                                           000000000000001680000020000141000001410000000000000000000000331000004160000000900000010000006120000000000000000000S
072024061012300999Baeza                                                                                               000000000000015723000200001272900012730000000000000000000003750000053550000003900000080000068860000000000000000000S
072024061012301099Bailén                                                                                              000000000000017211000190001409800014098000000000000000000003663000046740000004800000074000059560000000000000000000S
072024061012301199Baños de la Encina                                                                                  000000000000002558000030000214800002148000000000000000000000692000008420000000400000019000010580000000000000000000S
072024061012301299Beas de Segura                                                                                      000000000000004984000060000390400003904000000000000000000001031000013300000001700000028000018460000000000000000000S
072024061012301499Begíjar                                                                                             000000000000002967000040000247000002470000000000000000000000765000009600000000500000032000012970000000000000000000S
072024061012301599Bélmez de la Moraleda                                                                               000000000000001525000020000125300001253000000000000000000000367000004830000000800000019000007010000000000000000000S
072024061012301699Benatae                                                                                             000000000000000437000010000035700000357000000000000000000000140000001730000000200000004000002280000000000000000000S
072024061012301799Cabra del Santo Cristo                                                                              000000000000001695000020000140200001402000000000000000000000447000006160000000200000020000007930000000000000000000S
072024061012301899Cambil                                                                                              000000000000002643000040000215800002158000000000000000000000535000007590000000700000015000009960000000000000000000S
072024061012301999Campillo de Arenas                                                                                  000000000000001708000020000141600001416000000000000000000000387000005470000000400000028000007600000000000000000000S
072024061012302099Canena                                                                                              000000000000001780000020000144500001445000000000000000000000577000007110000000600000006000009450000000000000000000S
072024061012302199Carboneros                                                                                          000000000000000606000010000048800000488000000000000000000000160000002210000000300000006000002880000000000000000000S
072024061012302499La Carolina                                                                                         000000000000014801000170001204300012043000000000000000000003506000046160000004500000112000056850000000000000000000S
072024061012302599Castellar                                                                                           000000000000003173000040000260000002600000000000000000000000671000008920000000600000011000011880000000000000000000S
072024061012302699Castillo de Locubín                                                                                 000000000000003901000050000315700003157000000000000000000000856000011690000001000000023000015830000000000000000000S
072024061012302799Cazalilla                                                                                           000000000000000738000010000066400000664000000000000000000000252000003340000000600000012000003910000000000000000000S
072024061012302899Cazorla                                                                                             000000000000007067000090000585200005852000000000000000000001664000021900000001300000046000028620000000000000000000S
072024061012302999Chiclana de Segura                                                                                  000000000000000896000010000072200000722000000000000000000000204000002670000000100000004000003650000000000000000000S
072024061012303099Chilluévar                                                                                          000000000000001363000020000112700001127000000000000000000000403000005260000000500000024000007070000000000000000000S
072024061012303199Escañuela                                                                                           000000000000000934000010000074700000747000000000000000000000279000003680000001000000027000004820000000000000000000S
072024061012303299Espeluy                                                                                             000000000000000604000010000051100000511000000000000000000000195000002440000000000000008000002930000000000000000000S
072024061012303399Frailes                                                                                             000000000000001565000020000127100001271000000000000000000000316000004710000000300000016000006310000000000000000000S
072024061012303499Fuensanta de Martos                                                                                 000000000000003023000030000238900002389000000000000000000000685000009860000000500000035000013300000000000000000000S
072024061012303599Fuerte del Rey                                                                                      000000000000001352000020000110500001105000000000000000000000421000005500000000600000013000006520000000000000000000S
072024061012303799Génave                                                                                              000000000000000561000010000048700000487000000000000000000000160000002180000000200000003000002750000000000000000000S
072024061012303899La Guardia de Jaén                                                                                  000000000000005175000060000413800004138000000000000000000001189000016470000001100000010000022300000000000000000000S
072024061012303999Guarromán                                                                                           000000000000002782000030000216100002161000000000000000000000551000006950000000400000017000008740000000000000000000S
072024061012304099Lahiguera                                                                                           000000000000001604000020000137100001371000000000000000000000494000006500000000600000005000008560000000000000000000S
072024061012304199Higuera de Calatrava                                                                                000000000000000605000010000046800000468000000000000000000000128000001830000000100000000000002690000000000000000000S
072024061012304299Hinojares                                                                                           000000000000000348000010000027900000279000000000000000000000087000001050000000000000003000001500000000000000000000S
072024061012304399Hornos                                                                                              000000000000000574000010000050300000503000000000000000000000155000001950000000100000001000002790000000000000000000S
072024061012304499Huelma                                                                                              000000000000005559000070000457400004574000000000000000000001355000017560000003400000053000023820000000000000000000S
072024061012304599Huesa                                                                                               000000000000002436000030000197000001970000000000000000000000420000005660000000200000011000007800000000000000000000S
072024061012304699Ibros                                                                                               000000000000002737000030000227500002275000000000000000000000808000010560000001300000030000013660000000000000000000S
072024061012304799La Iruela                                                                                           000000000000001881000030000159300001593000000000000000000000362000005800000000100000009000008090000000000000000000S
072024061012304899Iznatoraf                                                                                           000000000000000902000010000075800000758000000000000000000000193000002750000000100000000000004110000000000000000000S
072024061012304999Jabalquinto                                                                                         000000000000001962000020000168400001684000000000000000000000412000005400000000400000009000007100000000000000000000S
072024061012305099Jaén                                                                                                000000000000111888001250009003000090030000000000000000000026674000342820000027400000292000443630000000000000000000S
072024061012305199Jamilena                                                                                            000000000000003319000030000272200002722000000000000000000000755000010090000000700000025000013120000000000000000000S
072024061012305299Jimena                                                                                              000000000000001223000020000104000001040000000000000000000000431000005400000000500000017000006950000000000000000000S
072024061012305399Jódar                                                                                               000000000000011449000130000932900009329000000000000000000001854000025020000001800000029000032900000000000000000000S
072024061012305499Larva                                                                                               000000000000000444000010000036000000360000000000000000000000125000001770000000200000004000002300000000000000000000S
072024061012305599Linares                                                                                             000000000000055096000670004485000044850000000000000000000011819000153210000013900000162000195560000000000000000000S
072024061012305699Lopera                                                                                              000000000000003579000040000298600002986000000000000000000000836000010980000001000000038000014150000000000000000000S
072024061012305799Lupión                                                                                              000000000000000806000020000068200000682000000000000000000000277000003580000000300000007000004240000000000000000000S
072024061012305899Mancha Real                                                                                         000000000000011375000130000893400008934000000000000000000002410000031720000004400000056000043110000000000000000000S
072024061012305999Marmolejo                                                                                           000000000000006586000070000552400005523000000000000000000001744000021910000001600000077000029100000000000000000000S
072024061012306099Martos                                                                                              000000000000024363000260001932700019327000000000000000000004963000066960000008000000111000089220000000000000000000S
072024061012306199Mengíbar                                                                                            000000000000010041000110000781800007818000000000000000000001631000024770000002200000074000034270000000000000000000S
072024061012306299Montizón                                                                                            000000000000001606000020000133300001333000000000000000000000500000006370000000100000014000007720000000000000000000S
072024061012306399Navas de San Juan                                                                                   000000000000004427000060000367200003672000000000000000000000981000012120000001700000036000016120000000000000000000S
072024061012306499Noalejo                                                                                             000000000000001826000020000154200001542000000000000000000000470000007320000000100000005000009040000000000000000000S
072024061012306599Orcera                                                                                              000000000000001735000020000144800001448000000000000000000000400000005470000000500000011000007550000000000000000000S
072024061012306699Peal de Becerro                                                                                     000000000000005325000070000422700004227000000000000000000001592000020770000001800000047000028520000000000000000000S
072024061012306799Pegalajar                                                                                           000000000000002822000030000237200002372000000000000000000000674000009230000000700000022000012160000000000000000000S
072024061012306999Porcuna                                                                                             000000000000005975000070000501100005011000000000000000000001859000022910000001800000066000028610000000000000000000S
072024061012307099Pozo Alcón                                                                                          000000000000004594000060000369900003699000000000000000000000804000010900000000500000008000014510000000000000000000S
072024061012307199Puente de Génave                                                                                    000000000000002168000020000166500001665000000000000000000000519000007150000000600000010000009370000000000000000000S
072024061012307299La Puerta de Segura                                                                                 000000000000002226000030000183300001833000000000000000000000556000007110000000600000010000010140000000000000000000S
072024061012307399Quesada                                                                                             000000000000005015000060000412000004120000000000000000000001223000015500000001800000020000020450000000000000000000S
072024061012307499Rus                                                                                                 000000000000003453000040000285100002851000000000000000000000872000011600000001100000023000015590000000000000000000S
072024061012307599Sabiote                                                                                             000000000000003823000050000316200003162000000000000000000001014000015340000001300000029000018810000000000000000000S
072024061012307699Santa Elena                                                                                         000000000000000866000010000076700000767000000000000000000000271000003790000000300000005000004730000000000000000000S
072024061012307799Santiago de Calatrava                                                                               000000000000000657000010000056900000570000000000000000000000219000003160000000000000010000003730000000000000000000S
072024061012307999Santisteban del Puerto                                                                              000000000000004442000060000356000003560000000000000000000001044000013460000002100000020000018430000000000000000000S
072024061012308099Santo Tomé                                                                                          000000000000002081000030000170900001709000000000000000000000466000006340000001000000019000008740000000000000000000S
072024061012308199Segura de la Sierra                                                                                 000000000000001710000030000139300001393000000000000000000000332000004790000000400000010000007290000000000000000000S
072024061012308299Siles                                                                                               000000000000002137000030000177000001770000000000000000000000511000006970000000600000019000009230000000000000000000S
072024061012308499Sorihuela del Guadalimar                                                                            000000000000001043000010000083300000833000000000000000000000225000003050000000000000005000004100000000000000000000S
072024061012308599Torreblascopedro                                                                                    000000000000002434000030000210600002106000000000000000000000611000007860000000500000009000010320000000000000000000S
072024061012308699Torredelcampo                                                                                       000000000000013871000170001130100011301000000000000000000002944000038630000004900000092000050080000000000000000000S
072024061012308799Torredonjimeno                                                                                      000000000000013301000150001091600010916000000000000000000003283000042650000002500000083000052870000000000000000000S
072024061012308899Torreperogil                                                                                        000000000000007108000090000594400005944000000000000000000001482000021580000002400000061000028670000000000000000000S
072024061012309099Torres                                                                                              000000000000001349000020000111600001116000000000000000000000290000004390000000500000004000006350000000000000000000S
072024061012309199Torres de Albánchez                                                                                 000000000000000746000010000063800000638000000000000000000000216000003170000000200000003000003850000000000000000000S
072024061012309299Úbeda                                                                                               000000000000033810000410002733400027333000000000000000000007937000102990000013300000121000134510000000000000000000S
072024061012309399Valdepeñas de Jaén                                                                                  000000000000003566000050000298200002982000000000000000000000684000010410000001800000034000014800000000000000000000S
072024061012309499Vilches                                                                                             000000000000004238000060000356100003561000000000000000000000971000015230000001300000030000019190000000000000000000S
072024061012309599Villacarrillo                                                                                       000000000000010344000120000827900008279000000000000000000002159000028530000001800000026000039810000000000000000000S
072024061012309699Villanueva de la Reina                                                                              000000000000002964000040000246400002464000000000000000000000897000011290000001400000034000014500000000000000000000S
072024061012309799Villanueva del Arzobispo                                                                            000000000000007933000090000606000006060000000000000000000001365000018530000002200000029000025040000000000000000000S
072024061012309899Villardompardo                                                                                      000000000000000920000010000082300000823000000000000000000000353000004320000000200000003000005330000000000000000000S
072024061012309999Los Villares                                                                                        000000000000006079000060000493000004930000000000000000000001428000019030000001200000048000022670000000000000000000S
072024061012310199Villarrodrigo                                                                                       000000000000000383000010000034000000340000000000000000000000120000001510000000200000000000001780000000000000000000S
072024061012390199Cárcheles                                                                                           000000000000001300000020000107000001070000000000000000000000291000004500000000400000001000005930000000000000000000S
072024061012390299Bedmar y Garcíez                                                                                    000000000000002605000040000217700002177000000000000000000000791000010120000000800000040000013230000000000000000000S
072024061012390399Villatorres                                                                                         000000000000004261000060000346100003461000000000000000000000924000011830000000600000013000016270000000000000000000S
072024061012390499Santiago-Pontones                                                                                   000000000000002729000060000233100002331000000000000000000000437000006390000000600000004000008710000000000000000000S
072024061012390599Arroyo del Ojanco                                                                                   000000000000002187000020000176600001766000000000000000000000464000006360000000100000006000008240000000000000000000S
072024061012900199Alameda                                                                                             000000000000005434000050000430600004306000000000000000000000994000013510000001500000020000018020000000000000000000S
072024061012900299Alcaucín                                                                                            000000000000002554000020000135900001359000000000000000000000289000004140000000400000007000005140000000000000000000S
072024061012900399Alfarnate                                                                                           000000000000001059000010000087800000878000000000000000000000265000003720000000100000004000004660000000000000000000S
072024061012900499Alfarnatejo                                                                                         000000000000000380000010000030100000301000000000000000000000075000001080000000300000002000001360000000000000000000S
072024061012900599Algarrobo                                                                                           000000000000006773000050000499600004996000000000000000000001113000015670000001000000009000020080000000000000000000S
072024061012900699Algatocín                                                                                           000000000000000829000010000067600000676000000000000000000000127000002060000000000000004000002730000000000000000000S
072024061012900799Alhaurín de la Torre                                                                                000000000000043674000430003239900032398000000000000000000008208000113840000010900000096000146020000000000000000000S
072024061012900899Alhaurín el Grande                                                                                  000000000000026879000220001674600016746000000000000000000003538000050300000003100000060000061660000000000000000000S
072024061012900999Almáchar                                                                                            000000000000001848000020000145200001452000000000000000000000265000004470000001300000017000006090000000000000000000S
072024061012901099Almargen                                                                                            000000000000001924000020000159100001591000000000000000000000372000005920000000500000030000007460000000000000000000S
072024061012901199Almogía                                                                                             000000000000003967000050000318300003183000000000000000000000630000009050000000500000007000011580000000000000000000S
072024061012901299Álora                                                                                               000000000000013512000120001003300010033000000000000000000002620000035670000003700000055000043540000000000000000000S
072024061012901399Alozaina                                                                                            000000000000002065000020000160100001601000000000000000000000496000006920000000800000016000008840000000000000000000S
072024061012901499Alpandeire                                                                                          000000000000000281000010000021600000216000000000000000000000045000000650000000200000000000000830000000000000000000S
072024061012901599Antequera                                                                                           000000000000041178000440003250300032503000000000000000000008288000114890000011200000128000143740000000000000000000S
072024061012901699Árchez                                                                                              000000000000000391000010000027300000273000000000000000000000063000000990000000200000000000001430000000000000000000S
072024061012901799Archidona                                                                                           000000000000008050000100000637100006371000000000000000000001722000023620000001600000052000030710000000000000000000S
072024061012901899Ardales                                                                                             000000000000002522000030000200500002005000000000000000000000480000007570000002300000029000008830000000000000000000S
072024061012901999Arenas                                                                                              000000000000001264000010000091800000918000000000000000000000207000002930000000000000017000004230000000000000000000S
072024061012902099Arriate                                                                                             000000000000004068000050000330900003309000000000000000000000904000012590000000200000023000015000000000000000000000S
072024061012902199Atajate                                                                                             000000000000000185000010000016100000161000000000000000000000043000000620000000000000002000000810000000000000000000S
072024061012902299Benadalid                                                                                           000000000000000230000010000018300000183000000000000000000000057000000810000000200000000000001030000000000000000000S
072024061012902399Benahavís                                                                                           000000000000009244000030000302100003021000000000000000000000546000007830000000300000000000010380000000000000000000S
072024061012902499Benalauría                                                                                          000000000000000460000010000038500000385000000000000000000000078000001200000000600000007000001510000000000000000000S
072024061012902599Benalmádena                                                                                         000000000000075801000580004646700046467000000000000000000011407000159390000010800000097000199980000000000000000000S
072024061012902699Benamargosa                                                                                         000000000000001557000010000100400001004000000000000000000000244000003490000000500000012000004280000000000000000000S
072024061012902799Benamocarra                                                                                         000000000000003079000030000234600002346000000000000000000000559000008040000000800000007000010090000000000000000000S
072024061012902899Benaoján                                                                                            000000000000001437000020000117500001175000000000000000000000206000003200000000200000009000004280000000000000000000S
072024061012902999Benarrabá                                                                                           000000000000000454000010000037400000374000000000000000000000066000001250000000100000001000001830000000000000000000S
072024061012903099El Borge                                                                                            000000000000000925000010000075800000758000000000000000000000260000003760000000400000006000004640000000000000000000S
072024061012903199El Burgo                                                                                            000000000000001780000020000150500001505000000000000000000000357000005270000001100000011000006630000000000000000000S
072024061012903299Campillos                                                                                           000000000000008435000090000676100006761000000000000000000001956000026820000002400000056000034410000000000000000000S
072024061012903399Canillas de Aceituno                                                                                000000000000001767000020000116200001162000000000000000000000307000004030000000200000001000004910000000000000000000S
072024061012903499Canillas de Albaida                                                                                 000000000000000801000010000047400000474000000000000000000000150000001950000000100000002000002590000000000000000000S
072024061012903599Cañete la Real                                                                                      000000000000001598000020000141700001417000000000000000000000395000005360000000600000023000006210000000000000000000S
072024061012903699Carratraca                                                                                          000000000000000750000010000062300000623000000000000000000000150000002150000000100000002000002740000000000000000000S
072024061012903799Cartajima                                                                                           000000000000000232000010000020700000207000000000000000000000059000000910000000100000001000001150000000000000000000S
072024061012903899Cártama                                                                                             000000000000028412000270002086300020862000000000000000000004310000058010000006900000083000073820000000000000000000S
072024061012903999Casabermeja                                                                                         000000000000003910000040000303900003039000000000000000000000678000010220000000900000015000012440000000000000000000S
072024061012904099Casarabonela                                                                                        000000000000002522000020000199100001991000000000000000000000511000007240000001100000019000008930000000000000000000S
072024061012904199Casares                                                                                             000000000000008111000060000532400005324000000000000000000000868000012710000001300000019000016200000000000000000000S
072024061012904299Coín                                                                                                000000000000025023000210001594300015943000000000000000000003709000049420000004300000076000058780000000000000000000S
072024061012904399Colmenar                                                                                            000000000000003494000040000250900002509000000000000000000000603000008140000001500000019000009910000000000000000000S
072024061012904499Comares                                                                                             000000000000001339000030000077600000776000000000000000000000207000003040000000500000001000003780000000000000000000S
072024061012904599Cómpeta                                                                                             000000000000003875000020000173000001730000000000000000000000381000004900000000400000006000006580000000000000000000S
072024061012904699Cortes de la Frontera                                                                               000000000000003014000040000240400002404000000000000000000000543000008810000001400000005000011370000000000000000000S
072024061012904799Cuevas Bajas                                                                                        000000000000001337000010000106800001068000000000000000000000290000004090000000600000011000005250000000000000000000S
072024061012904899Cuevas del Becerro                                                                                  000000000000001592000020000135400001354000000000000000000000441000006170000001300000013000007140000000000000000000S
072024061012904999Cuevas de San Marcos                                                                                000000000000003647000030000284200002842000000000000000000000730000009690000000700000008000013190000000000000000000S
072024061012905099Cútar                                                                                               000000000000000592000010000040900000409000000000000000000000071000001050000000100000000000001430000000000000000000S
072024061012905199Estepona                                                                                            000000000000076975000590004756200047561000000000000000000010135000140070000009700000160000176960000000000000000000S
072024061012905299Faraján                                                                                             000000000000000280000010000023700000237000000000000000000000062000000900000000000000002000001070000000000000000000S
072024061012905399Frigiliana                                                                                          000000000000003322000030000197100001971000000000000000000000384000005520000000500000010000007280000000000000000000S
072024061012905499Fuengirola                                                                                          000000000000085598000570004549100045489000000000000000000012449000166080000011300000064000205620000000000000000000S
072024061012905599Fuente de Piedra                                                                                    000000000000002891000030000216100002161000000000000000000000571000007920000000400000013000010160000000000000000000S
072024061012905699Gaucín                                                                                              000000000000001591000020000105700001057000000000000000000000253000003950000000100000005000005200000000000000000000S
072024061012905799Genalguacil                                                                                         000000000000000410000010000031800000318000000000000000000000074000001160000000200000002000001600000000000000000000S
072024061012905899Guaro                                                                                               000000000000002307000020000164900001649000000000000000000000332000004610000000100000009000006220000000000000000000S
072024061012905999Humilladero                                                                                         000000000000003331000040000268400002684000000000000000000000689000010050000001300000024000012470000000000000000000S
072024061012906099Igualeja                                                                                            000000000000000774000010000066000000660000000000000000000000153000002430000000100000004000003270000000000000000000S
072024061012906199Istán                                                                                               000000000000001621000010000111100001110000000000000000000000526000005260000000300000015000005620000000000000000000S
072024061012906299Iznate                                                                                              000000000000000915000010000071200000712000000000000000000000236000003320000000100000004000004370000000000000000000S
072024061012906399Jimera de Líbar                                                                                     000000000000000400000010000032400000324000000000000000000000114000001580000000100000001000001970000000000000000000S
072024061012906499Jubrique                                                                                            000000000000000561000010000047600000476000000000000000000000106000001790000000100000002000002360000000000000000000S
072024061012906599Júzcar                                                                                              000000000000000243000010000020100000201000000000000000000000056000000800000000200000000000001050000000000000000000S
072024061012906699Macharaviaya                                                                                        000000000000000523000010000038200000382000000000000000000000090000001260000000100000000000001800000000000000000000S
072024061012906701Centro                                                                                              000000000000000000000040000308900003089000000000000000000001035000013820000001400000010000017600000000000000000000S
072024061012906702Málaga-Este                                                                                         000000000000000000000640005083300050830000000000000000000016281000223400000016500000084000290040000000000000000000S
072024061012906703Carret y Alamos                                                                                     000000000000000000000030000244600002446000000000000000000000690000009700000000800000006000011780000000000000000000S
072024061012906704Victoria                                                                                            000000000000000000000140001132400011324000000000000000000003424000044970000003100000025000055070000000000000000000S
072024061012906705La Merced                                                                                           000000000000000000000030000247900002479000000000000000000000601000008100000001000000001000010380000000000000000000S
